ID;Data;Status;Pagamento;Dispositivo;Produtos;SubTotal;Descontos;Frete;Valor
6417;03/09/2018 11:05;DESPACHADO;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 19,11;R$ 89,01
6416;03/09/2018 10:55;DESPACHADO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 34,77;R$ 114,67
6415;02/09/2018 23:53;DESPACHADO;MOIP CC 3x;Mobile;3;R$ 229,70;R$ 0,00;R$ 38,23;R$ 267,93
6414;02/09/2018 21:03;DESPACHADO;MOIP Boleto;Mobile;1;R$ 69,90;R$ 0,00;R$ 38,23;R$ 108,13
6412;02/09/2018 13:44;DESPACHADO;MOIP CC 2x;Mobile;2;R$ 159,80;R$ 0,00;R$ 23,21;R$ 183,01
6411;01/09/2018 20:47;DESPACHADO;MOIP CC 4x;Mobile;1;R$ 69,90;R$ 0,00;R$ 18,79;R$ 88,69
6410;01/09/2018 18:00;DESPACHADO;MOIP CC 6x;Mobile;1;R$ 69,90;R$ 0,00;R$ 20,82;R$ 90,72
6409;01/09/2018 17:27;DESPACHADO;MOIP CC 6x;Mobile;2;R$ 139,80;R$ 0,00;R$ 24,47;R$ 164,27
6408;31/08/2018 22:29;DESPACHADO;MOIP CC 1x;Mobile;1;R$ 79,90;R$ 0,00;R$ 26,99;R$ 106,89
6407;31/08/2018 19:15;DESPACHADO;MOIP CC 2x;Mobile;1;R$ 69,90;R$ 0,00;R$ 21,00;R$ 90,90
6406;31/08/2018 17:22;DESPACHADO;MOIP Boleto;Desktop;3;R$ 189,70;R$ 0,00;R$ 30,08;R$ 219,78
6404;31/08/2018 08:27;DESPACHADO;MOIP Boleto;Mobile;2;R$ 109,80;R$ 0,00;R$ 26,99;R$ 136,79
6403;30/08/2018 23:20;DESPACHADO;MOIP CC 2x;Mobile;3;R$ 239,70;R$ 0,00;R$ 19,11;R$ 258,81
6402;30/08/2018 21:24;DESPACHADO;MOIP CC 4x;Desktop;2;R$ 139,80;R$ 0,00;R$ 24,47;R$ 164,27
6400;30/08/2018 18:16;DESPACHADO;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 18,79;R$ 98,69
6399;30/08/2018 17:31;DESPACHADO;MOIP CC 6x;Desktop;2;R$ 159,80;R$ 0,00;R$ 23,21;R$ 183,01
6398;30/08/2018 17:08;DESPACHADO;MOIP CC 4x;Mobile;1;R$ 79,90;R$ 0,00;R$ 38,23;R$ 118,13
6397;30/08/2018 13:23;ATENDIDO;MOIP CC 1x;Desktop;3;R$ 99,70;R$ 0,00;R$ 10,46;R$ 110,16
6396;28/08/2018 19:27;DESPACHADO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 24,47;R$ 104,37
6395;28/08/2018 17:21;DESPACHADO;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 38,23;R$ 118,13
6394;28/08/2018 16:49;DESPACHADO;MOIP CC 4x;Desktop;3;R$ 219,70;R$ 0,00;R$ 24,47;R$ 244,17
6393;28/08/2018 10:21;ATENDIDO;MOIP Boleto;Desktop;2;R$ 109,80;R$ 89,90;R$ 0,00;R$ 19,90
6392;28/08/2018 08:37;DESPACHADO;MOIP CC 4x;Desktop;1;R$ 87,90;R$ 0,00;R$ 38,23;R$ 126,13
6391;27/08/2018 16:50;DESPACHADO;MOIP CC 1x;Mobile;14;R$ 788,60;R$ 0,00;R$ 51,43;R$ 840,03
6388;27/08/2018 09:45;DESPACHADO;MOIP CC 3x;Desktop;1;R$ 69,90;R$ 0,00;R$ 38,23;R$ 108,13
6387;27/08/2018 08:13;DESPACHADO;MOIP CC 6x;Desktop;2;R$ 159,80;R$ 0,00;R$ 18,79;R$ 178,59
6386;26/08/2018 20:13;DESPACHADO;MOIP CC 3x;Desktop;2;R$ 79,80;R$ 0,00;R$ 30,08;R$ 109,88
6385;26/08/2018 18:10;DESPACHADO;MOIP CC 4x;Mobile;2;R$ 159,80;R$ 0,00;R$ 16,33;R$ 176,13
6384;26/08/2018 17:26;DESPACHADO;MOIP Boleto;Mobile;1;R$ 69,90;R$ 0,00;R$ 18,79;R$ 88,69
6383;26/08/2018 15:08;DESPACHADO;MOIP CC 3x;Mobile;3;R$ 149,70;R$ 0,00;R$ 24,47;R$ 174,17
6380;25/08/2018 10:57;DESPACHADO;MOIP CC 2x;Mobile;2;R$ 139,80;R$ 0,00;R$ 30,08;R$ 169,88
6379;25/08/2018 05:53;DESPACHADO;MOIP CC 1x;Desktop;4;R$ 309,60;R$ 0,00;R$ 23,21;R$ 332,81
6378;24/08/2018 17:53;DESPACHADO;MOIP CC 3x;Desktop;3;R$ 219,70;R$ 0,00;R$ 19,11;R$ 238,81
6377;24/08/2018 15:21;ATENDIDO;MOIP CC 6x;Desktop;1;R$ 79,90;R$ 0,00;R$ 0,00;R$ 79,90
6375;24/08/2018 11:50;DESPACHADO;MOIP CC 4x;Desktop;2;R$ 159,80;R$ 0,00;R$ 79,35;R$ 239,15
6374;24/08/2018 09:23;DESPACHADO;MOIP CC 3x;Desktop;2;R$ 139,80;R$ 6,99;R$ 25,72;R$ 158,53
6373;23/08/2018 20:15;DESPACHADO;MOIP CC 6x;Mobile;3;R$ 239,70;R$ 0,00;R$ 35,93;R$ 275,63
6372;23/08/2018 12:48;ATENDIDO;MOIP CC 3x;Desktop;3;R$ 149,70;R$ 0,00;R$ 0,00;R$ 149,70
6371;22/08/2018 21:29;DESPACHADO;MOIP CC 2x;Mobile;1;R$ 69,90;R$ 0,00;R$ 23,21;R$ 93,11
6370;22/08/2018 17:01;DESPACHADO;MOIP CC 6x;Desktop;2;R$ 159,80;R$ 0,00;R$ 24,47;R$ 184,27
6369;22/08/2018 16:52;DESPACHADO;MOIP CC 1x;Desktop;5;R$ 299,50;R$ 0,00;R$ 23,21;R$ 322,71
6365;21/08/2018 21:56;DESPACHADO;MOIP CC 1x;Desktop;1;R$ 79,90;R$ 0,00;R$ 38,23;R$ 118,13
6364;21/08/2018 15:42;ENTREGUE;MOIP CC 3x;Mobile;1;R$ 79,90;R$ 0,00;R$ 25,72;R$ 105,62
6358;19/08/2018 19:46;ENTREGUE;MOIP Boleto;Mobile;1;R$ 69,90;R$ 0,00;R$ 21,00;R$ 90,90
6357;19/08/2018 14:35;ENTREGUE;MOIP CC 6x;Mobile;3;R$ 309,70;R$ 0,00;R$ 55,84;R$ 365,54
6356;19/08/2018 12:57;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 16,92;R$ 86,82
6355;19/08/2018 10:05;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 69,90;R$ 0,00;R$ 21,00;R$ 90,90
6354;19/08/2018 07:35;DESPACHADO;MOIP Boleto;Mobile;1;R$ 79,90;R$ 0,00;R$ 30,08;R$ 109,98
6353;19/08/2018 04:05;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 39,90;R$ 0,00;R$ 38,23;R$ 78,13
6352;19/08/2018 00:08;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 69,90;R$ 0,00;R$ 18,79;R$ 88,69
6351;18/08/2018 11:19;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 149,80;R$ 0,00;R$ 18,79;R$ 168,59
6350;18/08/2018 07:21;DESPACHADO;MOIP Boleto;Mobile;2;R$ 159,80;R$ 0,00;R$ 21,00;R$ 180,80
6348;17/08/2018 17:23;DESPACHADO;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 24,47;R$ 94,37
6346;17/08/2018 09:10;ENTREGUE;MOIP CC 4x;Desktop;1;R$ 79,90;R$ 0,00;R$ 21,00;R$ 100,90
6345;17/08/2018 08:10;ENTREGUE;MOIP Boleto;Desktop;2;R$ 74,80;R$ 0,00;R$ 18,79;R$ 93,59
6344;17/08/2018 07:59;ENTREGUE;MOIP CC 2x;Mobile;3;R$ 149,70;R$ 0,00;R$ 38,23;R$ 187,93
6343;16/08/2018 23:17;ENTREGUE;MOIP CC 4x;Desktop;1;R$ 39,90;R$ 0,00;R$ 18,79;R$ 58,69
6342;16/08/2018 19:30;ENTREGUE;MOIP CC 2x;Desktop;2;R$ 89,80;R$ 0,00;R$ 16,92;R$ 106,72
6339;15/08/2018 22:08;ENTREGUE;MOIP CC 6x;Desktop;4;R$ 189,60;R$ 0,00;R$ 30,08;R$ 219,68
6338;15/08/2018 20:51;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 159,80;R$ 0,00;R$ 21,00;R$ 180,80
6337;15/08/2018 18:53;ENTREGUE;MOIP Boleto;Desktop;2;R$ 139,80;R$ 0,00;R$ 18,79;R$ 158,59
6336;15/08/2018 17:08;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 38,23;R$ 118,13
6334;15/08/2018 14:36;ENTREGUE;MOIP CC 6x;Mobile;3;R$ 149,70;R$ 0,00;R$ 21,00;R$ 170,70
6333;15/08/2018 11:57;ENTREGUE;MOIP CC 4x;Desktop;4;R$ 299,60;R$ 0,00;R$ 16,92;R$ 316,52
6332;15/08/2018 11:54;ENTREGUE;MOIP CC 6x;Desktop;6;R$ 439,40;R$ 0,00;R$ 24,47;R$ 463,87
6329;14/08/2018 16:09;ENTREGUE;MOIP Boleto;Desktop;2;R$ 89,80;R$ 0,00;R$ 26,99;R$ 116,79
6328;14/08/2018 11:17;ENTREGUE;MOIP Boleto;Desktop;1;R$ 49,90;R$ 0,00;R$ 23,21;R$ 73,11
6327;13/08/2018 21:48;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 69,90;R$ 0,00;R$ 21,00;R$ 90,90
6326;13/08/2018 21:26;ENTREGUE;MOIP CC 3x;Mobile;1;R$ 69,90;R$ 0,00;R$ 16,92;R$ 86,82
6324;13/08/2018 13:20;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 229,70;R$ 0,00;R$ 38,23;R$ 267,93
6323;13/08/2018 11:11;ENTREGUE;MOIP CC 6x;Desktop;4;R$ 319,60;R$ 0,00;R$ 38,23;R$ 357,83
6321;12/08/2018 21:46;ENTREGUE;MOIP Boleto;Mobile;1;R$ 79,90;R$ 0,00;R$ 16,92;R$ 96,82
6320;12/08/2018 18:19;DESPACHADO;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 10,46;R$ 90,36
6318;12/08/2018 12:24;ENTREGUE;MOIP CC 6x;Mobile;6;R$ 429,40;R$ 0,00;R$ 60,01;R$ 489,41
6317;12/08/2018 11:56;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 24,47;R$ 104,37
6315;12/08/2018 11:13;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 69,90;R$ 0,00;R$ 18,79;R$ 88,69
6314;11/08/2018 23:59;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 42,75;R$ 112,65
6313;11/08/2018 20:47;ENTREGUE;MOIP Boleto;Desktop;2;R$ 139,80;R$ 0,00;R$ 18,79;R$ 158,59
6311;11/08/2018 14:28;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 79,90;R$ 0,00;R$ 30,08;R$ 109,98
6310;11/08/2018 10:27;ENTREGUE;MOIP Boleto;Desktop;2;R$ 149,80;R$ 0,00;R$ 38,23;R$ 188,03
6309;11/08/2018 01:28;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 269,80;R$ 0,00;R$ 34,77;R$ 304,57
6308;11/08/2018 00:08;ENTREGUE;MOIP CC 6x;Mobile;3;R$ 169,70;R$ 0,00;R$ 38,23;R$ 207,93
6306;10/08/2018 23:27;ENTREGUE;MOIP Boleto;Mobile;1;R$ 39,90;R$ 0,00;R$ 16,92;R$ 56,82
6304;10/08/2018 15:51;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 87,90;R$ 0,00;R$ 24,47;R$ 112,37
6303;10/08/2018 11:58;DESPACHADO;MOIP Boleto;Desktop;2;R$ 149,80;R$ 0,00;R$ 42,75;R$ 192,55
6302;10/08/2018 09:25;DESPACHADO;MOIP CC 6x;Desktop;2;R$ 149,80;R$ 0,00;R$ 38,23;R$ 188,03
