ID;Data;Status;Pagamento;Dispositivo;Produtos;SubTotal;Descontos;Frete;Valor
5675;23/04/2018 22:08;ENTREGUE;MOIP CC 6x;Mobile;4;R$ 299,60;R$ 0,00;R$ 0,00;R$ 299,60
5674;23/04/2018 20:29;APROVADO CRÉDITO;MOIP CC 3x;Desktop;6;R$ 329,40;R$ 0,00;R$ 0,00;R$ 329,40
5673;23/04/2018 19:33;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 79,90;R$ 0,00;R$ 38,23;R$ 118,13
5672;23/04/2018 17:54;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 89,90;R$ 0,00;R$ 20,82;R$ 110,72
5670;22/04/2018 23:08;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 69,90;R$ 0,00;R$ 24,47;R$ 94,37
5669;22/04/2018 21:48;DESPACHADO;MOIP CC 4x;Mobile;5;R$ 264,50;R$ 0,00;R$ 29,45;R$ 293,95
5667;22/04/2018 15:59;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 139,80;R$ 0,00;R$ 38,23;R$ 178,03
5666;21/04/2018 21:33;APROVADO CRÉDITO;MOIP Boleto;Mobile;1;R$ 79,90;R$ 79,90;R$ 0,00;R$ 0,00
5665;21/04/2018 16:06;DESPACHADO;MOIP Boleto;Mobile;1;R$ 69,90;R$ 0,00;R$ 20,82;R$ 90,72
5664;21/04/2018 13:08;ENTREGUE;MOIP CC 1x;Mobile;3;R$ 247,70;R$ 0,00;R$ 38,23;R$ 285,93
5663;20/04/2018 21:40;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 69,90;R$ 0,00;R$ 18,79;R$ 88,69
5662;20/04/2018 20:36;DESPACHADO;MOIP CC 2x;Mobile;2;R$ 149,80;R$ 0,00;R$ 20,82;R$ 170,62
5661;20/04/2018 19:43;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 149,80;R$ 0,00;R$ 24,47;R$ 174,27
5658;20/04/2018 13:19;ENTREGUE;MOIP CC 6x;Desktop;4;R$ 179,60;R$ 0,00;R$ 23,21;R$ 202,81
5656;20/04/2018 09:24;ENTREGUE;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 38,23;R$ 118,13
5654;19/04/2018 17:44;ENTREGUE;MOIP CC 1x;Desktop;15;R$ 1.106,50;R$ 1.100,00;R$ 0,00;R$ 6,50
5653;19/04/2018 16:19;DESPACHADO;MOIP Boleto;Desktop;3;R$ 219,70;R$ 0,00;R$ 30,08;R$ 249,78
5651;19/04/2018 11:16;ENTREGUE;MOIP Boleto;Desktop;2;R$ 167,80;R$ 0,00;R$ 38,23;R$ 206,03
5650;19/04/2018 10:48;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 69,90;R$ 0,00;R$ 16,92;R$ 86,82
5649;19/04/2018 10:19;ENTREGUE;MOIP CC 3x;Desktop;1;R$ 49,90;R$ 0,00;R$ 13,15;R$ 63,05
5648;19/04/2018 09:29;ENTREGUE;MOIP CC 2x;Desktop;2;R$ 159,80;R$ 0,00;R$ 75,53;R$ 235,33
5647;19/04/2018 09:19;DESPACHADO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 23,21;R$ 103,11
5646;19/04/2018 04:26;ENTREGUE;MOIP CC 6x;Desktop;11;R$ 528,90;R$ 0,00;R$ 75,53;R$ 604,43
5644;18/04/2018 20:53;ENTREGUE;MOIP CC 4x;Desktop;3;R$ 179,70;R$ 0,00;R$ 38,23;R$ 217,93
5643;18/04/2018 14:08;ENTREGUE;MOIP CC 6x;Desktop;4;R$ 269,60;R$ 0,00;R$ 10,07;R$ 279,67
5640;18/04/2018 00:48;ENTREGUE;MOIP CC 6x;Desktop;2;R$ 149,80;R$ 0,00;R$ 38,23;R$ 188,03
5639;17/04/2018 20:56;ENTREGUE;MOIP CC 2x;Mobile;2;R$ 149,80;R$ 0,00;R$ 25,72;R$ 175,52
5638;17/04/2018 19:51;APROVADO CRÉDITO;MOIP Boleto;Mobile;3;R$ 239,70;R$ 0,00;R$ 47,38;R$ 287,08
5637;17/04/2018 17:56;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 149,80;R$ 0,00;R$ 29,22;R$ 179,02
5636;17/04/2018 14:47;ENTREGUE;MOIP CC 5x;Desktop;2;R$ 149,80;R$ 0,00;R$ 38,23;R$ 188,03
5635;17/04/2018 12:50;DESPACHADO;MOIP CC 6x;Mobile;1;R$ 69,90;R$ 0,00;R$ 30,08;R$ 99,98
5634;17/04/2018 12:34;DESPACHADO;MOIP Boleto;Mobile;1;R$ 79,90;R$ 0,00;R$ 20,82;R$ 100,72
5633;17/04/2018 12:30;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 87,90;R$ 0,00;R$ 38,23;R$ 126,13
5632;17/04/2018 12:22;ENTREGUE;MOIP CC 4x;Desktop;1;R$ 79,90;R$ 0,00;R$ 23,21;R$ 103,11
5631;17/04/2018 11:32;ENTREGUE;MOIP Boleto;Desktop;1;R$ 34,90;R$ 0,00;R$ 64,75;R$ 99,65
5630;17/04/2018 11:08;ENTREGUE;MOIP CC 6x;Desktop;4;R$ 339,60;R$ 0,00;R$ 0,00;R$ 339,60
5629;17/04/2018 09:33;APROVADO CRÉDITO;MOIP CC 6x;Desktop;4;R$ 299,60;R$ 0,00;R$ 35,93;R$ 335,53
5627;16/04/2018 20:17;DESPACHADO;MOIP Boleto;Mobile;3;R$ 247,70;R$ 0,00;R$ 30,08;R$ 277,78
5626;16/04/2018 19:49;DESPACHADO;MOIP CC 6x;Mobile;2;R$ 149,80;R$ 0,00;R$ 18,79;R$ 168,59
5625;16/04/2018 18:55;ENTREGUE;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 24,47;R$ 104,37
5623;16/04/2018 18:29;ENTREGUE;MOIP Boleto;Mobile;1;R$ 79,90;R$ 0,00;R$ 30,08;R$ 109,98
5622;16/04/2018 18:01;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 79,90;R$ 0,00;R$ 38,23;R$ 118,13
5621;16/04/2018 15:46;APROVADO CRÉDITO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 79,90;R$ 0,00;R$ 0,00
5620;16/04/2018 12:34;ENTREGUE;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 18,79;R$ 98,69
5619;16/04/2018 09:08;DESPACHADO;MOIP Boleto;Desktop;3;R$ 209,70;R$ 0,00;R$ 30,08;R$ 239,78
5618;15/04/2018 21:11;ENTREGUE;MOIP Boleto;Desktop;6;R$ 299,40;R$ 0,00;R$ 0,00;R$ 299,40
5616;15/04/2018 17:34;ENTREGUE;MOIP CC 6x;Mobile;4;R$ 307,60;R$ 0,00;R$ 26,37;R$ 333,97
5615;15/04/2018 14:00;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 159,80;R$ 0,00;R$ 18,79;R$ 178,59
5613;15/04/2018 13:34;ENTREGUE;MOIP Boleto;Mobile;1;R$ 39,90;R$ 0,00;R$ 10,46;R$ 50,36
5612;15/04/2018 12:43;ENTREGUE;MOIP CC 2x;Desktop;3;R$ 237,70;R$ 0,00;R$ 23,21;R$ 260,91
5610;15/04/2018 11:56;ENTREGUE;MOIP Boleto;Desktop;1;R$ 87,90;R$ 0,00;R$ 30,08;R$ 117,98
5609;15/04/2018 10:33;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 114,80;R$ 0,00;R$ 47,38;R$ 162,18
5608;15/04/2018 10:09;ENTREGUE;MOIP CC 6x;Mobile;4;R$ 319,60;R$ 0,00;R$ 0,00;R$ 319,60
5607;15/04/2018 10:08;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 229,70;R$ 0,00;R$ 21,00;R$ 250,70
5606;15/04/2018 09:49;ENTREGUE;MOIP CC 3x;Mobile;2;R$ 159,80;R$ 0,00;R$ 21,00;R$ 180,80
5605;15/04/2018 09:36;ENTREGUE;MOIP Boleto;Mobile;1;R$ 69,90;R$ 0,00;R$ 21,00;R$ 90,90
5604;14/04/2018 18:30;ENTREGUE;MOIP Boleto;Mobile;12;R$ 998,80;R$ 998,80;R$ 0,00;R$ 0,00
5603;14/04/2018 16:41;ENTREGUE;MOIP CC 6x;Mobile;6;R$ 424,40;R$ 0,00;R$ 21,78;R$ 446,18
5602;14/04/2018 16:29;ENTREGUE;MOIP Boleto;Mobile;1;R$ 69,90;R$ 0,00;R$ 24,47;R$ 94,37
5601;14/04/2018 16:28;ENTREGUE;MOIP CC 6x;Desktop;3;R$ 187,70;R$ 0,00;R$ 20,82;R$ 208,52
5600;14/04/2018 15:51;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 159,80;R$ 0,00;R$ 23,21;R$ 183,01
5599;14/04/2018 09:57;ENTREGUE;MOIP Boleto;Mobile;3;R$ 179,70;R$ 0,00;R$ 24,47;R$ 204,17
5597;13/04/2018 22:37;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 87,90;R$ 0,00;R$ 23,21;R$ 111,11
5596;13/04/2018 18:47;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 79,80;R$ 0,00;R$ 23,21;R$ 103,01
5595;13/04/2018 18:33;DESPACHADO;MOIP CC 1x;Mobile;1;R$ 79,90;R$ 0,00;R$ 10,46;R$ 90,36
5594;13/04/2018 15:32;ENTREGUE;MOIP CC 3x;Desktop;3;R$ 229,70;R$ 0,00;R$ 24,47;R$ 254,17
5593;13/04/2018 14:27;APROVADO CRÉDITO;MOIP CC 1x;Desktop;3;R$ 239,70;R$ 0,00;R$ 21,00;R$ 260,70
5592;13/04/2018 14:15;ENTREGUE;MOIP CC 2x;Mobile;2;R$ 159,80;R$ 0,00;R$ 23,21;R$ 183,01
5590;13/04/2018 12:23;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 20,82;R$ 90,72
5587;12/04/2018 21:36;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 49,90;R$ 0,00;R$ 23,21;R$ 73,11
5585;12/04/2018 20:38;ENTREGUE;MOIP CC 6x;Mobile;4;R$ 309,60;R$ 0,00;R$ 0,00;R$ 309,60
5584;12/04/2018 20:37;ENTREGUE;MOIP CC 2x;Desktop;3;R$ 237,70;R$ 0,00;R$ 26,99;R$ 264,69
5583;12/04/2018 20:26;ENTREGUE;MOIP CC 3x;Mobile;4;R$ 317,60;R$ 0,00;R$ 0,00;R$ 317,60
5582;12/04/2018 20:14;ENTREGUE;MOIP CC 6x;Desktop;8;R$ 637,20;R$ 0,00;R$ 0,00;R$ 637,20
5581;12/04/2018 16:10;APROVADO CRÉDITO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 79,90;R$ 0,00;R$ 0,00
5580;12/04/2018 13:26;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 39,90;R$ 0,00;R$ 24,47;R$ 64,37
5579;12/04/2018 11:15;APROVADO CRÉDITO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 79,90;R$ 0,00;R$ 0,00
5577;11/04/2018 19:14;ENTREGUE;MOIP CC 4x;Desktop;2;R$ 167,80;R$ 0,00;R$ 23,21;R$ 191,01
5575;11/04/2018 16:40;ENTREGUE;MOIP Boleto;Desktop;2;R$ 159,80;R$ 0,00;R$ 19,11;R$ 178,91
5574;11/04/2018 13:33;APROVADO CRÉDITO;MOIP Boleto;Desktop;2;R$ 89,80;R$ 89,80;R$ 0,00;R$ 0,00
5573;11/04/2018 12:03;APROVADO CRÉDITO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 79,90;R$ 0,00;R$ 0,00
5572;11/04/2018 11:14;DESPACHADO;MOIP CC 6x;Desktop;1;R$ 69,90;R$ 0,00;R$ 10,46;R$ 80,36
5571;10/04/2018 23:25;DESPACHADO;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 10,46;R$ 80,36
5570;10/04/2018 22:48;ENTREGUE;MOIP CC 4x;Desktop;2;R$ 119,80;R$ 0,00;R$ 25,72;R$ 145,52
5569;10/04/2018 22:03;ENTREGUE;MOIP CC 3x;Desktop;3;R$ 217,70;R$ 0,00;R$ 38,23;R$ 255,93
5568;10/04/2018 20:43;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 69,90;R$ 0,00;R$ 21,00;R$ 90,90
5566;10/04/2018 16:22;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 139,80;R$ 0,00;R$ 21,00;R$ 160,80
5565;10/04/2018 15:15;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 119,80;R$ 0,00;R$ 23,21;R$ 143,01
5564;10/04/2018 15:12;DESPACHADO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 0,00;R$ 30,08;R$ 109,98
5563;10/04/2018 14:29;ENTREGUE;MOIP CC 1x;Desktop;1;R$ 79,90;R$ 0,00;R$ 18,79;R$ 98,69
5562;10/04/2018 12:37;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 149,80;R$ 0,00;R$ 47,38;R$ 197,18
5561;10/04/2018 11:54;ENTREGUE;MOIP CC 1x;Mobile;2;R$ 159,80;R$ 0,00;R$ 18,79;R$ 178,59
5560;10/04/2018 08:59;ENTREGUE;MOIP CC 5x;Desktop;2;R$ 149,80;R$ 0,00;R$ 55,84;R$ 205,64
5559;09/04/2018 21:10;DESPACHADO;MOIP CC 3x;Mobile;1;R$ 69,90;R$ 0,00;R$ 16,92;R$ 86,82
5558;09/04/2018 19:00;ENTREGUE;MOIP Boleto;Desktop;6;R$ 369,40;R$ 0,00;R$ 0,00;R$ 369,40
5556;09/04/2018 14:56;APROVADO CRÉDITO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 79,90;R$ 0,00;R$ 0,00
5555;09/04/2018 14:51;APROVADO CRÉDITO;MOIP Boleto;Desktop;2;R$ 79,80;R$ 79,80;R$ 0,00;R$ 0,00
5554;09/04/2018 12:05;APROVADO CRÉDITO;MOIP Boleto;Desktop;1;R$ 79,90;R$ 79,90;R$ 0,00;R$ 0,00
5553;09/04/2018 08:50;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 109,80;R$ 0,00;R$ 30,08;R$ 139,88
5552;09/04/2018 01:12;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 79,90;R$ 0,00;R$ 30,08;R$ 109,98
5551;08/04/2018 23:23;ENTREGUE;MOIP CC 6x;Mobile;2;R$ 137,80;R$ 0,00;R$ 38,23;R$ 176,03
5550;08/04/2018 21:53;ENTREGUE;MOIP Boleto;Desktop;2;R$ 139,80;R$ 0,00;R$ 38,23;R$ 178,03
5549;08/04/2018 20:34;ENTREGUE;MOIP CC 3x;Mobile;2;R$ 159,80;R$ 0,00;R$ 25,72;R$ 185,52
5548;08/04/2018 20:04;ENTREGUE;MOIP CC 6x;Mobile;1;R$ 69,90;R$ 0,00;R$ 18,79;R$ 88,69
5547;08/04/2018 13:09;ENTREGUE;MOIP CC 5x;Mobile;1;R$ 79,90;R$ 0,00;R$ 23,21;R$ 103,11
5546;08/04/2018 10:12;ENTREGUE;MOIP Boleto;Desktop;1;R$ 69,90;R$ 0,00;R$ 30,08;R$ 99,98
5545;07/04/2018 13:26;ENTREGUE;MOIP CC 2x;Mobile;1;R$ 79,90;R$ 0,00;R$ 23,21;R$ 103,11
5544;07/04/2018 09:04;ENTREGUE;MOIP CC 2x;Mobile;4;R$ 169,60;R$ 0,00;R$ 21,00;R$ 190,60
5543;07/04/2018 08:48;ENTREGUE;MOIP Boleto;Desktop;2;R$ 157,80;R$ 0,00;R$ 64,75;R$ 222,55
5542;07/04/2018 08:37;ENTREGUE;MOIP CC 6x;Mobile;4;R$ 229,60;R$ 0,00;R$ 24,47;R$ 254,07
5541;07/04/2018 00:08;ENTREGUE;MOIP Boleto;Mobile;3;R$ 229,70;R$ 0,00;R$ 20,82;R$ 250,52
5539;06/04/2018 14:33;ENTREGUE;MOIP CC 6x;Desktop;1;R$ 39,90;R$ 0,00;R$ 23,21;R$ 63,11
5538;06/04/2018 12:56;ENTREGUE;MOIP CC 3x;Desktop;2;R$ 139,80;R$ 0,00;R$ 25,72;R$ 165,52
5537;06/04/2018 11:42;ENTREGUE;MOIP CC 4x;Mobile;2;R$ 167,80;R$ 0,00;R$ 26,99;R$ 194,79
5536;06/04/2018 10:08;ENTREGUE;MOIP Boleto;Desktop;4;R$ 219,60;R$ 0,00;R$ 26,99;R$ 246,59
5534;05/04/2018 22:13;ENTREGUE;MOIP CC 2x;Desktop;1;R$ 79,90;R$ 0,00;R$ 21,00;R$ 100,90
5533;05/04/2018 17:03;ENTREGUE;MOIP Boleto;Desktop;11;R$ 1.008,90;R$ 1.008,90;R$ 0,00;R$ 0,00
5532;05/04/2018 15:30;APROVADO CRÉDITO;MOIP Boleto;Desktop;2;R$ 89,80;R$ 89,80;R$ 0,00;R$ 0,00
5531;05/04/2018 10:27;ENTREGUE;MOIP Boleto;Desktop;5;R$ 219,50;R$ 0,00;R$ 29,22;R$ 248,72
5530;05/04/2018 10:04;ENTREGUE;MOIP Boleto;Desktop;2;R$ 139,80;R$ 0,00;R$ 21,00;R$ 160,80
5529;05/04/2018 09:56;ENTREGUE;MOIP Boleto;Mobile;1;R$ 69,90;R$ 0,00;R$ 18,79;R$ 88,69
5527;05/04/2018 09:47;ENTREGUE;MOIP CC 1x;Desktop;17;R$ 1.028,30;R$ 1.011,00;R$ 0,00;R$ 17,30
5526;05/04/2018 08:12;APROVADO CRÉDITO;MOIP CC 4x;Desktop;2;R$ 159,80;R$ 0,00;R$ 0,00;R$ 159,80
5524;04/04/2018 23:25;ENTREGUE;MOIP Boleto;Mobile;2;R$ 149,80;R$ 0,00;R$ 23,21;R$ 173,01
5523;04/04/2018 22:24;ENTREGUE;MOIP CC 6x;Desktop;8;R$ 504,20;R$ 0,00;R$ 35,08;R$ 539,28
5522;04/04/2018 17:47;ENTREGUE;MOIP CC 5x;Mobile;1;R$ 79,90;R$ 0,00;R$ 18,79;R$ 98,69
5521;04/04/2018 15:22;APROVADO CRÉDITO;MOIP Boleto;Desktop;3;R$ 89,70;R$ 89,70;R$ 0,00;R$ 0,00
5520;04/04/2018 12:21;APROVADO CRÉDITO;MOIP CC 1x;Desktop;17;R$ 1.028,30;R$ 1.011,00;R$ 0,00;R$ 17,30
5519;03/04/2018 23:39;ENTREGUE;MOIP CC 1x;Mobile;2;R$ 114,80;R$ 0,00;R$ 24,47;R$ 139,27
5518;03/04/2018 23:06;ENTREGUE;MOIP Boleto;Mobile;2;R$ 139,80;R$ 0,00;R$ 23,21;R$ 163,01
5517;03/04/2018 21:16;ENTREGUE;MOIP CC 3x;Mobile;1;R$ 79,90;R$ 0,00;R$ 23,21;R$ 103,11
5516;03/04/2018 20:22;ENTREGUE;MOIP CC 3x;Mobile;3;R$ 199,70;R$ 0,00;R$ 23,21;R$ 222,91
5515;03/04/2018 19:46;ENTREGUE;MOIP CC 1x;Desktop;2;R$ 99,80;R$ 4,99;R$ 18,79;R$ 113,60
5514;03/04/2018 17:26;ENTREGUE;MOIP Boleto;Desktop;2;R$ 159,80;R$ 0,00;R$ 57,11;R$ 216,91
5513;03/04/2018 16:54;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 79,90;R$ 0,00;R$ 42,75;R$ 122,65
5511;03/04/2018 15:58;ENTREGUE;MOIP Boleto;Desktop;5;R$ 379,50;R$ 0,00;R$ 26,37;R$ 405,87
5510;03/04/2018 14:33;ENTREGUE;MOIP CC 6x;Mobile;6;R$ 379,40;R$ 0,00;R$ 0,00;R$ 379,40
5509;03/04/2018 13:34;ENTREGUE;MOIP Boleto;Mobile;4;R$ 264,60;R$ 90,36;R$ 5,87;R$ 180,11
5508;03/04/2018 13:34;ENTREGUE;MOIP Boleto;Mobile;3;R$ 229,70;R$ 0,00;R$ 16,92;R$ 246,62
5507;03/04/2018 12:45;ENTREGUE;MOIP CC 4x;Mobile;1;R$ 69,90;R$ 0,00;R$ 30,08;R$ 99,98
5506;03/04/2018 12:38;ENTREGUE;MOIP CC 1x;Mobile;1;R$ 69,90;R$ 0,00;R$ 34,77;R$ 104,67
5505;03/04/2018 12:34;APROVADO CRÉDITO;MOIP Boleto;Mobile;3;R$ 89,70;R$ 89,70;R$ 0,00;R$ 0,00
